id,description
49150,Get Up To 30% off on International Flights (Not on Infant and group bookings)
49151,"Domestic one-way fares Starts at just Rs.1005 (Traveling Between August 9, 2016 To September 30, 2016)"
49152,Exclusive Summer Package on Dusit Devarana Hotel
49153,The Go Bonkers Sale - Get 2 Gorgeous Bras just @ Rs.1299
49154,Get Special Offer on Beauty Services
49155,Minimum Order of Biryani 5kg & Above & Get 10% Discounts on Delivery Order only
49156,Minimum Bill of Rs. 500/- & Above & Get 20% Discounts on Beauty Services 
49157,Flat 20% Discounts on Mens & Ladies Wear
49158,"Flat 10% off on Suiting, Shirting, and Saries "
49159,Flat 10% OFF on Mens & Womens Wear
49160,Upto 20% Discount on all types of Godrej Door Locks
49161,discount upto 50% on optics
49162,discount upto 50% on optics
49163,Upto 50% OFF on Eyewear
49164,Flat 10% Discounts on all types of Sarees
49165,"Offers Buy 2 Get 1, Buy 5 Get 3, & Buy 10 Get 10 Offers Only for Available On Shop Only"
49166,Get best prices and heavy discounts on your purchase
49167,Get 5% Discount on Min. Food Orders of Rs.500/- & above
49168,Minimum Orders of Rs 50000/- & Get Flat 20% Discounts (Modular Kitchen Work)
49169,Flat 10% Discounts on LED Products 
49170,Get 5% Discount on Min. Food Orders of Rs.500/- & above (From 7pm To 23:30pm)
49171,Flat 25% Discounts on Imported Wallpaper 
49172,Get 10% Discount on Min. Food Orders of Rs.500/- & above (Parcel & Home Delivery)
49173,Yearly Package Inclusive GYM+CARDIO for just Rs.7500/-
49174,Get 5% Off on Minimum Food Order of Rs.1000/- & above
49175,"Flat 10% Discount on Western Outfits, Beauty & Cosmetic Products "
49176,Get 10% Discount on Min. Food Orders of Rs.1000/- & above
49177,10% - 50% OFF on all types of Home Appliances
49178,Get 5% Discount on Min. Orders of Rs.1000/- & above
49179,Get 1 Ltr. Soft Drink Free on Minimum Bill of Rs. 1000/- Offer Valid Only for Delivery & Takeaway orders only
49180,Get 1 Ltr. Soft Drink Free on Minimum Orders Of Rs. 1000/- (Parcel & Home Delivery)
49181,Get 500 ml Cold Drink Free on Min. Bill of Rs.500 & above
49182,Flat 45% Off + 1 Month Personal Training Free (Yearly Package)
49183,10% discount on Patanjali Products
49184,Women's Apparels Maximum Rs.1000
49185,Men's Clothing All products under Rs.1000
49186,Buy 1 Get 1 Free on Apparels For Women
49187,Buy 1 Get 1 Free on Men's Apparel
49188,Flat Rs.100 Off on Order Of Rs.1295
49189,Flat Rs.300 discount on Order Of Rs.2995
49190,Get Flat Rs.200 discount on Order Of Rs.1995
49191,Flat Rs.400 Off on Order Of Rs.3995
49192,Lucky Size Sale - Up to 60% Off on Sports Footwear
49193,Sign Up Offer - Flat 15% OFF on all products
49194,Sports Footwear Starting from Rs.3799
49195,Avail Rs.800 cash-back on Domestic Flight Bookings For Kotak Bank Cards
49196,Consumer Electronic Deals Free Shiping on International Mobile Accessories And Camera  Accessories
49197,"Get Upto 60% Discount on International Essential, Appliance, Tools And More"
49198,Coolpad Note3 plus just at Rs.8499
49199,Fashion Sale - Get Up to 60% OFF on Men Women And Kids Fashion Apparel's And More
49200,Harry Potter and the Cursed Child - Parts I & II Rs.580 only
49201,Subscribe And Save - Up To 10% discount on Diet & Nutrition Products
49202,End Of Season Sale - Avail Upto 60% off on Home Furnishing Products
49203,Get 25% off on Best Selling Toys And Games
49204,Computer Components Starting at Rs.1000
49205,Super Value Day - Upto Rs.900 off on products listed at landing page
49206,"Rs.750 OFF on Order Of Rs.1,499"
49207,"10% discount on Order Of Rs.1,499"
49208,Rs.500 Off on Order Of Rs.999
49209,Avail Up To 40% Discount on Women's Jeans
49210,Get Up To 55% off on Women's Shorts & Skirt
49211,Get Up To 60% OFF on Men's Track Pants
49212,Up To 60% discount on Women's Swimwear
49213,Get Up To 60% off on Women's Track Pants
49214,Upto 40% discount on Women's Fashion Tops
49215,"Avail Up To 60% Off on Men Apparels (On cart-value of min. Rs.1,995)"
49216,"Up To 60% off on Women Apparels (On spending min. Rs.1,995)"
49217,Get Flat 70% OFF on Home Decor Products
49218,Get 70% off on Clothing
49219,Get Up to 30% off on Men's T-Shirts
49220,Avail Flat 55% OFF on Order Of Rs.1499
49221,Avail Flat 59% Off on Orders Of Rs.1499
49222,"Avail Flat Rs.1000 off on Order Of Rs.1,999"
49223,Get Up to 45% off on Men's Casual Trouser
49224,Flat 70% off on Set Of 4 3D Printed Double Bedsheet with 2 Pillow Covers
49225,63% Off on Fidato Combo of Women's Accessories
49226,"Get Flat 35% discount on Samsung, Lenovo, Oppo, Micromax And More Smart Phones"
49227,"Get Flat 68% OFF on Urban Style Combo of Multicolour Cotton Double Bedsheet with 2 Pillow Covers, Mobile Phone & Fidato Couple Watch"
49228,Flat 24% Discount on Pureit Classic 14 Litre Water Purifier
49229,Flat 60% OFF on Combo Of Foldable Wardrobe And Shoe Rack
49230,Get 50% discount on Footwear
49231,Ready To Eat Meals And Desserts Starts for just Rs.79
49232,Get Upto 30% off on products listed at landing page
49233,Get Upto 30% Off on Tea And Coffee
49234,"Big Save - Avail 4% off on all products (Max. 12 times per user. Maximum Rs.500 discount. Not on Oils & Ghee, Baby Foods, Feeding bottles, Aashirvaad and Pillsbury Atta, Amul & Waghbakri)"
49235,"Widest Range Of Groceries on Rice, Dals aAnd Pulses, Spices And More"
49236,Get Flat 30% off on Wordpress Hosting
49237,The Pay Day Sale - Avail 6% Off on Diamond Jewellery (On shopping of min. Rs.10000)
49238,Pretty Flowers Starting from just Rs.499
49239,"MyWallet Weekdays - Flat 50% Cash-Back on Booking movie tickets (On Payment via MyWallet only. only on Monday, Tuesday, Wednesday, Thursday. Max. discount of Rs.60 will be offered)"
49240,Up To 21% OFF on Traditional Silk Saree
49241,Get Up To 30% Discount on Necklace
49242,Up To 30% off on Earrings
49243,Bridal Wear Lehenga Starts at just Rs.2307
49244,Avail Up To 50% off on Sarees & Ethnic Wear
49245,Get Flat Rs.250 Off on Min. Purchases of Rs.1249
49246,Get Rs.400 off on Min. Purchases of Rs.1999
49247,Get Rs.150 OFF on Min. Purchases of Rs.999
49248,Flat Rs.700 Instant Cash back on Domestic Roundtrip flights (On Payment via SimplyCLICK SBI Credit/Debit Cards only)
49249,Up to Rs.1300 Cash Back on Business Hotel Bookings (max. Rs.1300/- on Mobile App)
49250,"Avail Upto Rs.2000 Off on Activities, Domestic/ International Roundtrip Flights & Hotels (OFFER ON Every Tuesday. on Payment via American Express Credit/Debit Cards only)"
49251,2 Padded Bras just for Rs.499
49252,Latest Ethnic Fashion Starting from just Rs.399
49253,Deal Of The Day - Get Additional 10% off on Panasonic 81 CM HD Ready LED
49254,Get Up to Rs.23000 OFF on MacBook Laptop
49255,Samsung Galaxy J Max Rs.13400 only
49256,"8 Lucky Customers Win Car on Washing Machine, Air Fryers And More"
49257,Fabulous Deals - Men's Grooming And Health Products Starts at just Rs.205
49258,Up To 8% OFF on all products (On purchase of Rs.300 and above. Maximum Rs.2000 discount)
49259,"Upto 60% Off on Aeropostale Men's Apparels, Accessories, Watches And More"
49260,"Get Up To 60% off on Abercrombie & Fitch Men's Clothing, Shoes And More"
49261,"Clearance Sale - Get Extra 50% OFF on Brande Men's Clothing, Footwear, Accessories And More"
49262,"Upto 60% OFF on Men's clothing, accessories & shoes"
49263,"Up to 60% Off on Women's clothing, bags & accessories"
49264,Avail Up To Rs.275 off on All Bus Bookings
49265,"Middle East Sale - Get Up to 45% discount on Hotel Booking At Dubai, Abu Dhabi And Turkey (Travelling Between 1 Aug, 2016 To 30 Sep, 2016)"
49266,Goa Sale - Get Up to 40% off on Hotel Booking
49267,"Asia Hotel Booking - Up to 50% Off on Hotel Booking At Thailand, Singapore, Malaysia, Indonesia And Hong Kong (Travelling Between 1 Aug, 2016 To 30 Sep, 2016)"
49268,"Beach Holiday Sale - Get Up To 40% OFF on Hotel Booking At Goa, Sri Lanks, Thailand, Maldives, Greece And More (Travelling Between 1 Aug, 2016 To 30 Sep, 2016)"
49269,"Explore Europe Sale - Get Up To 30% off on Hotel Booking At London, Amsterdam, France, Italy, Germany, Switzerland And More Place (Travelling Between 1 Aug, 2016 To 30 Sep, 2016)"
49270,"Seasonal Sale - Get Upto 40% discount on Delhi, Agra, Jaipur, Shimla And More Destinations Hotels Booking (Travelling Between 1st Aug, 2016 To 30th Sep, 2016)"
49271,"The Great American Adventure Sale - Get Up To 35% off on New York, New Jersey, Miami, Chicago, Las Vegas, Los Angeles And More Destination Hotel Booking (Travelling Between 1st Aug, 2016 To 30th Sep, 2016)"
49272,"Business city Sale - Get Upto 40% Off on Hotel Booking At Delhi, Mumbai, Bangalore, Chennai And More (Travelling Between 1 Aug, 2016 To 30 Sep, 2016)"
49273,"Thailand Hotel Sale - Get Up to 60% Off on Bankok, Phuket, Pattaya, Koh Samui And More Destination Hotel Booking (Travelling Between 1 Aug, 2016 30 Sep, 2016)"
49274,Blindfold Sale - Get Up to 50% OFF + Additional 5% cash back on products listed at landing page (On Payment via ICICI Credit/Debit Cards only. Max. Rs.1500 cashback)
49275,Tunics For Women Starting at Rs.325
49276,Beautiful Bedsheets Starts from Rs.383 only
49277,Tableware Items Starts from Rs.70 only
49278,Cushion Covers Rs.79 onwards
49279,Monsoon Sale - Additional 20% Off on Furniture And Decor Products
49280,Floor Lamps Starting @ Rs.1109 only
49281,Coffee Table Starting from Rs.2249
49282,Wardrobe Offer Starts for just Rs.6190
49283,Kitchen Cabinets And Sideboards Starts @ just Rs.5470
49284,Home Appliance Products Starting @ Rs.211 only
49285,Kitchen Storage Products Everything below Rs.499
49286,Beds Offer Starting at Rs.4221 only
49287,Monsoon Sale - SOFAS & SECTIONALS Starting at Rs.4148
49288,Get Flat 30% off on Three Seater Sofas
49289,Luxurious Bed And Bath Linen Starting for just Rs.49
49290,Get Up To 55% Discount on Mattresses And Accessories
49291,Up to 65% discount on Kitchen And Tableware
49292,Dining Table Set Starts from just Rs.9860
49293,Table Linen Items Starts @ Rs.67 only
49294,Up To 58% Off + Extra 20% Off on Pristine Charm-Contemporary Bedroom Design
49295,Curtains And Accessories Starting @ Rs.177
49296,Area Rugs Starting at Rs.227 only
49297,Flat Rs.500 OFF on Domestic Hotel Bookings
49298,Women's Metal Neckless Starts for just Rs.290
49299,Get Flat 60% Discount + Extra 15% Discount on Smith & Co. Men's Apparels
49300,"Get 25% off + Additional 40% Cash-back on Apparel, Footwear & Accessories (Max. once per user. Max. Rs.400 cashback can be availed)"
49301,"Breast Feeding Week - Get Flat 20% Off on Breast Feeding products (Max. once per user. Not on Combos, Bottle & Accessories and Formula & Supplements and Few brands)"
49302,"Extra 5% off on all products (Only on Mobile App. Maximum discount of Rs.2000 will be offered. Not on Combos, Formula & Supplements, Bottles & Accessories and Few brands)"
49303,"Rs.500 OFF on order-value of min. Rs.2000 (Max. once per user. Not on Diapers, Combos, Bottles & Accessories and Formula & Supplements and Few brands)"
49304,"Get 25% Discount on All Diapers (Max. once per user. Max. Rs.250 cashback will be applied. Not on Diapers, Combos, Bottles & Accessories and Formula & supplements and brands)"
49305,Avail Up to 50% discount + Additional 10% discount on All Diapers
49306,Rs.800 Discount on all products (On min. order of Rs.3500)
49307,Get Flat Rs.750 off on all products (On shopping of min. Rs.3000)
49308,Flat Rs.666 discount on spending min. Rs.2222
49309,Get Rs.500 OFF on all products (On min. purchase of Rs.1699)
49310,Get Up To 15% Off on All Products
49311,Up To 15% OFF on Flower & Cakes
49312,"Branded T-Shirts, Shirts And More Starting at Rs.249 only"
49313,Intex Cloud String v2 Smart Phone at Rs.6499 only
49314,Top Brand Men's Clothing Starts from just Rs.172
49315,"Bedsheets, Curtains & More All products under Rs.549"
49316,"Extra 20% Off on Nivea, Fogg, Maybelline And More Bodycare Products"
49317,SAMSUNG Evo Plus 32 GB MicroSDHC Memory Card just for Rs.549
49318,Additional 15% Discount on Glassware and Coffee Mugs
49319,Women's Sarees Maximum Rs.599
49320,"Avail Flat 40% discount on Branded Hand Bags, Wallets And Belts"
49321,Washing Machines Max. price of Rs.15000
49322,Big Screen Televisions Starting from Rs.23990 only
49323,"Get Up To 70% OFF on Tops, Dresses, Kurtas And More"
49324,DSLR Cameras And Lenses Starts at Rs.6198
49325,HP Laser Jet MFP Printer Starting for just Rs.10935
49326,"Hobby Hub Store on Photography, Gaming And Book Reading And more"
49327,LeEco 2 Smart Phone for just Rs.11999
49328,"The Harry Potter Store on Harry Potter Books, Movies And More"
49329,Infocus Bingo 10 Smart Phone at Rs.4499 only
49330,Chance To Win Meet Virat Kolhi - Virat FanBox Moto G Turbo Virat Kohli just Rs.14997
49331,Exciting Deals - Get Rs.1500 off on Samsung Galaxy Smart Phones
49332,Get Flat 40% Discount on Men's Footwear
49333,Women's Slippers & Flipflops Maximum Rs.399
49334,"Best Of Electronic Accessories on Memory Card, Pen Drive, Power Bank And More"
49335,Samsung Galaxy J Max just at Rs.13400
49336,Lenovo Vibe K5 Plus just @ Rs.8499
49337,Swipe Elite Plus just at Rs.6999
49338,Lenovo Killer Note 5 Starting for just Rs.11999
49339,Micromax Canvas Evok at just Rs.8499
49340,Samsung Galaxy J5 6 at just Rs.12990
49341,Get Upto 70% Discount on Furniture
49342,Rakhi With Chocolates Starts for Rs.399
49343,Rakhi For Brother Starts for Rs.199 only
49344,Buy One Get One Free on Pizzas From Papa John's
49345,Get Flat 40% off on online Food Order (New User)
49346,Get 15% Cash-Back on Payment via paytm wallet
49347,Buy One Get One Free on Pizza
49348,15% Discount on all products
49349,Get Flat 45% Cash Back on Recharge And Bill payment (Only on new registrations. Maximum Rs.45 cashback will be offered. Not on Airtel transactions ( Postpaid/ Prepaid/ DTH/Landline))
49350,Get Up To 55% Off on Home Appliances
49351,Avail Up To 50% Off on Handbags & Slingbags
49352,"Titan Watches For Women Starts for Rs.1,495"
49353,Up To 25% Off on Printed Cushions & Throws
49354,Chocolates & Candy Starts for Rs.50 only
49355,Flowers & Indoor Plants Rs.438 onwards
49356,"Hookah Offer Starting @ just Rs.1,499"
49357,Get Up To 40% Off on Mementos
49358,Photo Posters Starting at Rs.199
49359,Get Up To 25% discount on Women's Fragrances
49360,Up To 50% OFF on Men's Jewellery
49361,Voice Greeting Cards Starting from just Rs.249
49362,Photo Mugs Starting @ Rs.249 only
49363,Party Games & Accessories Starts @ just Rs.149
49364,Earn Rs.1000 goCash on Referring friends for signup
49365,FREE Cancellation - 100% Refund in 1 hour Promise on Hotels (Max. 5 times per user)
49366,Get Extra Rs.100 Off on all products (On minimum shopping of Rs.599)
49367,Avail Additional 10% Off on online Payments
49368,Get 25% off on Whey Protein
49369,Avail Upto 35% Discount on Whey Protein Isolate
49370,Get Upto 30% OFF on Protein Shakes
49371,Get Up To 40% OFF on Meal Replacement
49372,Avail 30% OFF on Healthviva hair with biotin
49373,Get Up To 67% OFF on Green Coffww Bean
49374,Pack Of 3 Meghsons Jamun Chips at Rs.840 only
49375,Embroidered Suit By Zoha at Rs.799 only
49376,Kids Easy Breezy Casual Set Maximum Rs.699 (On spending Rs.1100 and above. Max. once per user. Max. discount of Rs.400)
49377,Avail 40% off on Java Hosting
49378,Flat 40% discount on VPS Hosting Plans
49379,49% Off on Walt Shoe Cabinet Wenge
49380,55% OFF on Calino Bedroom Sets
49381,Free Head Massage on Orders of Rs.299
49382,Get Flat Rs.200 discount on Any Service (Min. Purchase of  Rs.499)
49383,"Samsung Galaxy Tab just @ Rs.15,576"
49384,Raksha Bandhan Gifts on products listed at landing page
49385,Get Up To 70% Off on Sportswear
49386,Avail 20% OFF on all products
49387,Buy 2 Get 20% Free on Jack & Jones Apparels
49388,"Up To 70% off on Women Apparels, Accessories and More"
49389,Free Colorbar Nail paint on ColorBar Nail Paints (On min. cart-value of Rs.1099)
49390,Get Up To 74% discount on Seat Covers For Bike
49391,Up To 80% off on Stylish Mirror Covers For Car
49392,Get Up To 8% Off on Helmets
49393,Avail Up To 60% off on Saddle Bag For Bike
49394,Avail Up To 48% Off on Bike Rider Jackets
49395,Avail Up To 22% discount on Bike Riding Gloves
49396,70% discount on Speedwav Easy View HD Day and Night Anti-Glare Visor
49397,63% Discount on Floor Mat For Car
49398,Avail Flat 74% Off on Speedwav Portable High Pressure Automatic Car Washer
49399,Car Perfume Starts @ Rs.150
49400,Upto 80% Off + Extra 15% Off on Min. Purchase of Rs.999
49401,Avail Up to 80% OFF + Additional 20% OFF on Min. Purchase of Rs.1499
49402,"Designer Bridal Lehengas Starts from Rs.29,340"
49403,Women's Ethnic Wear at just Rs.1499
49404,Get Extra Rs.200 discount on Contact Lenses (On shopping of min. Rs.1198. Rs.400 Off on Purchase of Rs.2400+)
49405,products listed at landing page just for Rs.999
49406,Free Soft Serve/Small Flurry on medium/large meal
49407,Free Any Meal on cart-value of Rs.369 and above
49408,Avail Up To 50% off on Footwear
49409,Avail Rs.30 Discount on Add Money of Rs.70+ (On min. order-value of Rs.70. For New users only)
49410,Eggless Fruit Cakes Starts at just Rs.850
49411,Kids Cakes at just Rs.1299
49412,Get 10% Discount on Domestic Flight Bookings For Kotak Bank Customers
49413,Get 5% discount on International Flight Bookings For Kotak Bank Customers
49414,Buy 1 Get 2 Free on Women's Bags
49415,Avail Up To 70% Discount on Men's Footwear
49416,Get Rs.400 OFF on Your First Order
49417,Get Up To 70% Off on Women's Clothing
49418,Get Flat 70% OFF on Women's Apparels & Accessories
49419,Avail Up To 50% OFF on Bata Footwear
49420,Avail Up To 60% OFF on Nike Sportswear
49421,Get 60% Discount on Spykar Jeans For Men
49422,Up To 60% off on Designer Sarees
49423,Buy One Get One Free on Men's Footwear
49424,Buy One Get Two Free on Men's Footwear
49425,Buy 1 Get 1 Free on Men's Footwear
49426,Buy 1 Get 2 Free on Men's Clothing
49427,Buy One Get Two Free on Men's Clothing
49428,Fresh Fruits & Vegetables just @ Rs.5
49429,Groceries And Staples at just Rs.12
49430,Get Rs.500 Off on one Way & Return Trip Bookings
49431,"Complete Car Maintenance Combo for just Rs.2,999"
49432,Up To 50% off on Rakhi With Gifts
49433,Get Up To 40% Discount on Women's Personal Care Products
49434,Up To 35% Discount on Men's Personal Care Products
49435,Up To 50% Discount on L'Oreal Paris Color Riche Lipsticks
49436,Sunglass + Wallet + LED Silicon Watch Combo just at Rs.169
49437,Set Of 2 Combination Resetable Pad Lock just at Rs.99
49438,Combo Of Bike Cover + Biker Rain Suit at just Rs.299
49439,Flat 20% Discount on Hotel Bookings
49440,25% Discount on Hotel Booking Across India
49441,Women's Sarees & Suits Starts for just Rs.400
49442,The Happy Independence Sale - Get Flat 50% Off on all products
49443,Buy 1 Pizza Get 1 Free on Pizza
49444,Any 2 Medium or Personal Pan Pizza for just Rs.199
49445,Flat 40% off on Entire Store
49446,"Buy One Get One Free on Women's Bras, Panties And More"
49447,"End Of Season Sale - Avail Min. 40% OFF on Women's Lingerie, Nightwear And More"
49448,30% Discount on purchase of any 2 products from Activewear/ Workout collection
49449,Lowest Prices on Letterheads -  Offer Starting from Rs.4.5 for A4 Sized Letter Head
49450,Flat 12% Off on Credit Card Pen Drives
49451,Avail 5% discount on Personalised GIfts
49452,Avail Flat 20% Off on All School Stationary Products
49453,Get 20% discount on All Gifting Products
49454,Free Shipping - Get Upto 57% OFF on products listed at landing page
49455,Get Up to 10% OFF on MERIT VCO Coconut Oil
49456,David discount Perfumes Starts at Rs.535 only
49457,Get Flat 35% off on Anna Andre Products
49458,Colored Talons - Nail Paint Starts for Rs.72
49459,Get Upto 40% Discount on Soulflower Body Care Products
49460,Get Up To 54% discount on Victoria's Secret Products
49461,Get Up To 15% off on Tresemme Haircare Products
49462,Get Up to 77% Off on Jaguar Fragrance Products
49463,Get Up To 30% Off on Schwarzkopf Products
49464,Get Up to 213% off on Dove Products
49465,Avail Up to 25% OFF on Nyassa Body and Skin Care
49466,Get Flat Rs.120 Discount + Extra Rs.50 Cash-back on Min. Booking of Rs.400 (Upto Rs.50 Cashback on Payment Freecharge Wallet)
49467,JBL Audio Offers on products listed at landing page
49468,Watches Offer Everything below Rs.500
49469,Necklace Sets Starting at just Rs.72
49470,Flat Rs.200 off on Min. Purchase of Rs.999
49471,Avail Extra 12% OFF on Mobile & Tablets
49472,Flat Rs.300 off on Min. Purchase of Rs.999
49473,Avail Rs.100 Off on Min. Purchase of Rs.599
49474,"Rs.200 Discount on Min. Purchase of Rs.1,099"
49475,Avail Additional 12% discount on all products
49476,Maha Electronic Sale - Flat Rs.100 cashback on Electronic Products (On orders using PayZapp wallet only)
49477,Maha Electronic Sale - Get Upto 80% Discount + Extra 5% Cash back on Electronic Products (Extra Off on Payment via HDFC Credit Cards only)
49478,"Weekend Fashion Rush - Get Up To 80% discount on Fashion Apparels, Fashion Accessories And More"
49479,Get Flat 51% OFF on Luxury Perfumes @ The Fragrance Boutique
49480,Avail 23% OFF on Lenovo Ideapad
49481,Avail 30% off on Voltas 1.5 Ton 3 Star Split Air Conditioner
49482,20% off on Suntek Series 7 32 INCHES HD Ready LED TV
49483,Get Up to 86% OFF on K Decor Carpet
49484,Crop Top For Women Starting @ Rs.79 only
49485,Avail 50% discount on Women's Tunic Top
49486,Rompers & Jumpsuits For Women Starts at Rs.384
49487,Pick Any 3 Women's Apparels just at Rs.999
49488,Play Suit Collections For Women Starting @ Rs.599
49489,The Club Diva Apparels Starting @ just Rs.799
49490,Get Up To 50% discount on Lee Men's Clothing
49491,Free 2 Movie Tickets on Rakhis and Gifts
49492,Delight Sale - Up To 51% Off on products listed at landing page
49493,Get Flat 30% off on Self-Paced Learning And Master Courses
49494,Get Flat 15% OFF on Classroom Flexi Pass Courses
