id,description
48703,Toy Fest - Upto 80% Off on Top Brand Toys
48704,10 MINUTES SALE @ 10 AM - 35% Discount on Diapers (Max. Rs.350 cashback is applicable)
48705,"Get Rs.400 discount on Premium Store (On order of min. Rs.1100. Max. once per user. Not on Diapers, Combos, Bottles & Accessories and Formula & Supplements)"
48706,Micromax Televisions Starts at just Rs.9489
48707,Micromax Canvas P680 for Rs.7299 only
48708,Micromax Laptops at just Rs.18990
48709,Up to Rs.5000 Discount On Exchange + Additional Rs.5000 Discount On Yatra ecash on Micromax Ignite Laptop
48710,Canvas Nitro 2 at just Rs.5999
48711,Flat 30% Discount on LED Bulbs
48712,Up to 50% Off on Car And Bike Accessories
48713,Up to 50% discount on Micromax LED TV (Upto Rs.20000 Off on Exchange)
48714,Exciting Offers - Upto Rs.1500 discount On Exchange on Micromax Smart Phones
48715,HP APU Quad Core A8 Notebook just at Rs.23990
48716,Vega T-Comfort Trimmer For Men for just Rs.849
48717,"Avail Flat 35% Off on Fiction, Self-help, Academic And More Books"
48718,JBL Headphone for Rs.799 only
48719,"Earrings, Necklaces, Bracelets Max. price of Rs.199"
48720,Men's Clothing And More Starts from Rs.249 only
48721,Laptop Skins for Rs.149 only
48722,"10,000 mAh Power Banks Rs.679 only"
48723,My Shaldan Car Freshners just Rs.199
48724,"Avail Up To 40% Off on Brut, Nivea And More Body Care Products"
48725,32 Inch Televisions Starting at Rs.13990
48726,Wedding Anniversary Gifts Starts for Rs.499
48727,Fresh Flowers For Birthday Gifts Starts from Rs.399 only
48728,Rakhi With Chocolates Rs.299 onwards
48729,Rakhi With Sweets Starting from Rs.499 only
48730,Rakhi With Decorative Thali Starts @ Rs.799 only
48731,Rakhi For Brother Starts at just Rs.169
48732,Kids Rakhi Starts from Rs.149
48733,Avail 15% discount on Min. Purchaase of Rs.1000
48734,Personalised Mugs For Gifting Starting for Rs.349
48735,Teddy Bears For Gifting Starting at just Rs.449
48736,15% Discount on All Rakhi Gifts
48737,15% discount on Friendship Day Gifts
48738,15% OFF on Rakhi Pooja Thali
48739,Avail Flat 15% OFF on Rakhi with Sweets
48740,Get 15% off on Rakhi Personalized Gifts
48741,Avail Flat 10% Discount on Lip-Smacking Dishes
48742,Up To 67% discount on Lifestyle Clocks
48743,Get Up To 36% OFF on Barware Products
48744,Avail Up To 30% off on Recipes Books
48745,Get Up To 67% OFF on Artifacts & Showpieces
48746,Get Up To 50% discount on Motorola Smartphones
48747,Emirates Flights Starting for Rs.3700 (Travel Till 11th August'16)
48748,"July Best Seller - Get Up To 89% OFF on Mobiles, Mobile Accessories, Laptops And Laptops Accessories"
48749,WOW Deal - Nokia N73 Mobile for Rs.1299 only
48750,Friend Ship Day Offer - Gift Items Starting from Rs.70
48751,Rakhi Gifts Starts for just Rs.100
48752,Upto 25% Discount on Weight Gainer Products
48753,Get Up to 68% discount on Omega 3 Products
48754,Get Flat 55% Discount on High Protein Kit
48755,Avail Up To 30% discount + Additional 10% discount on Selected Multivitamins Products
48756,India's Favorite Health Destination on Helthkart Products
48757,Free Micronized Glutamine on Muscle Blaze Products
48758,Get Up To 67% off on Garcinia Products
48759,Extra 10% Off on Organic Foods
48760,Launch Offer - Get 50% discount on Healthkart Protein
48761,Hidesign Stationery Starts for Rs.995
48762,"Classics Bags Starts from Rs.3,895 only"
48763,"Work Wear Bags Collections Starting for just Rs.3,995"
48764,Up To 30% Off on Women's Sunglasses
48765,"Nashware Nicer Dicer 11 In 1 & Fruit, Vegetable Juicer Combo Rs.876 only"
48766,Cook & Serve Set By Ideale at Rs.999 only
48767,Kawachi Magic Wash Floor Cleaning 360 Degree Spin Mop at Rs.849 only
48768,K Decor 5.5 L Cleaning Magic Mop Combo at just Rs.807
48769,Home Cotton Waterproof Mattress Protector just Rs.781
48770,Youthful Forever Anti-Ageing Regime Kit By VLCC just Rs.849
48771,Get Additional 15% discount on Sports Shoes
48772,101 Hour Sale - Get Up to 30% off on Hotel Booking
48773,Single Beds Rs. 5490 onwards
48774,Leatherette Sofa Sets Starts for Rs. 6990
48775,Sofa Sets Starting @ Rs. 4290
48776,Get Flat 50% OFF on Decor Lounger Sofa Black
48777,Up To 68% OFF on Home Decor Products
48778,48% discount on Calino Bedroom Sets
48779,"Recliners Offer Starts @ Rs. 14,290"
48780,Queen Beds Rs. 6990 onwards
48781,"Sofa cum Beds Starting for Rs. 10,490 only"
48782,Flat 60% Discount on Plaza TV Unit
48783,Shoe Racks Starting at Rs. 2490
48784,Bookshelves Offer Starts from Rs. 1290
48785,Up To 71% Off on Computer And Offices Tables
48786,50% off on King Bed Mattress
48787,Get Flat 50% off on 4 Door Wardrobes
48788,25% Discount + Additional 25% Cash-back on Beauty Services
48789,Avail 5% off on All Accessories on Rs.1000
48790,Flat 55% Off on Payment Via Amazon
48791,Up To 40% off on Machine Work Kurtis For Women
48792,Avail Up To 35% OFF on Palazzo Suits For Women
48793,Up To 35% off on Casual Suits
48794,Up to 70% Discount + Extra 10% Discount on Selected Products
48795,Up to 65% Discount on Branded External Hard Drives
48796,Apparel Sale - Get Up to 80% discount on Mens And Women's Apparels
48797,Best Price - Camera Lenses Starts at Rs.195
48798,Asus Mobiles Starting from Rs.7949 only
48799,Up To 70% OFF on Women Fashion Products listed at landing page
48800,Upto 70% off on products listed at landing page
48801,Avail Flat 25% Off on shopping of Rs.1999+ (For HDFC Bank users only)
48802,Get Flat Rs.650 Off on all products (On minimum purchase of Rs.1999. on Payment via HDFC bank Netbanking only)
48803,Flat 25% discount on min. order-value of Rs.1999 (For YES Bank users only)
48804,Avail Flat 25% discount on order of Rs.1999+ (For Axis Bank Bank users only)
48805,Designer Kurtis Starts @ Rs.435
48806,Designer Jewellery Starts for just Rs.912
48807,"Designer Dresses For Women Starting @ just Rs.2,940"
48808,Women's Espadrilles Footwear Starts @ Rs.695 only
48809,Cold Shoulder Tops For Women's Starts from Rs.660 only
48810,Women's Cardigans & Pullovers Starting from Rs.350 only
48811,Women's Lingerie & Sleepwear Starts for just Rs.105
48812,Men's T-Shirts & Polo Shirts Starts at just Rs.180
48813,Men's Jog Pants Starting @ Rs.360 only
48814,Men's Jeans Starts for Rs.450
48815,Men's Hoodies & Sweatshirts Starts from Rs.300 only
48816,Tasselled Sandals For Women's Starting at Rs.390
48817,Novelty Accessories For Women's Starts at just Rs.60
48818,Men's Summer Shoes Max. price of Rs.150
48819,The Boho Dresses For Women Starting at Rs.450
48820,Men's All Products In White Starting from just Rs.60
48821,Men's Shoes In Camo Green Starts for just Rs.250
48822,Get Flat Rs.200 discount on contact lenses (On min. shopping of Rs.1500)
48823,Rs.1500 off on Progressive Lenses
48824,2 Vincent Chase Sunglasses at Rs.1499 only
48825,Avail Flat 50% off on Branded 2nd Premium Eye Glasses
48826,6 Aqualens just for Rs.499 (Also Buy 1 At Rs.149 And Buy 2 At Rs.199)
48827,50% Discount on 2nd Eye Glasses
48828,Parents Day Offer - Free Bifocal Lenses on Eyeglasses (On spending Rs.2495 and above)
48829,Get Extra Rs.300 Discount on Contact Lenses (On order of Rs.2000+)
48830,Freshlook Color Lenses Rs.495 only
48831,Buy 2 Vicent Chase Eyeglasses just Rs.1799
48832,Rs.60 OFF on Bus Tickets (On Min. Booking of Rs.600)
48833,Get Flat Rs.121 off on  Bus Tickets (On Min. Booking of Rs.1500)
48834,Get Flat Rs.222 discount on Bus Tickets (On Min. Booking of Rs.3000)
48835,Bags For Women Starts from Rs.590 only
48836,Flat 50% OFF on Wedding Collection Of Footwear For Women
48837,"FitFlop Footwear For Women;s for just Rs.5,300"
48838,"Davinchi Footwear For Men Starting from just Rs.2,990"
48839,Get Flat Rs.400 discount on Min. Purchase of Rs.3000
48840,Refer & Earn Up To Rs.1000 on Inviting friends to install & add money on the MobiKwik App
48841,Get RAJNI Special: 400% Cash-Back to 400 lucky users! on Min. Payment of Rs.10 (Maximum Rs.200 cashback is allowed. Not on minors and residents of Tamil Nadu)
48842,Rakhi Collections Starting at Rs.195
48843,Cakes Offer Starting for just Rs.495
48844,Flowers Offer Starts from Rs.399
48845,Chocolates Offer Starting for just Rs.245
48846,Gifts Products Starts for Rs.245 only
48847,Rakhi Hampers Starting at Rs.445
48848,Gifts For Kids Starting @ just Rs.195
48849,Return Gifts For Sisters Starting for Rs.195 only
48850,Gifts For Brothers Starts from Rs.295 only
48851,Rakhi  With Cakes Starting for Rs.799
48852,"Rakhi To Abroad Starting @ just Rs.1,195"
48853,Same Day Rakhi Delivery Rs.495 onwards
48854,Rakhi  With Flowers Starts for just Rs.495
48855,Get 70% Discount on Boy's Apparels & Accessories
48856,Up To 70% Discount on Leather Footwear
48857,Flat 70% off on Women's Apparels & Accessories
48858,Flat 70% Discount on Girls Apparels & Accessories
48859,Get 70% off on Men's Apparels & Accessories
48860,Up To 73% discount on Wallets
48861,Handbags Offer Starts for Rs.109
48862,Flat Rs.2000 discount on Footwear For Men
48863,Earring Offer Starting @ just Rs.99
48864,Get Up To 60% OFF on Nike Sportswear
48865,Avail Up To 80% OFF on Sunglasses
48866,Get Up To 65% OFF on All Linen Collections
48867,Buy 1 Get 1 Free on SuperSonic Insect & Pest Repellent
48868,Get Flat 50% Off on New Portable Automatic Car Washer
48869,Complete Body Massager Starting from Rs.1499
48870,Get Up To 70% Discount on Kitchen Storage Products
48871,Get Flat Rs.1000 Off on Independence Day Long Weekend (On Min. Booking of Rs.7000)
48872,Connaught Place Restaurants Starts at just Rs.326
48873,Avail Rs.500 off on Hotel  Booking of Rs.3500+
48874,Get Flat Rs.1000 Discount on Hotel Booking (On Min. Booking of Rs.7000)
48875,Hotels in Rajasthan Starts for just Rs.899
48876,Laurels West Blue Men's Wallet Rs.149 only
48877,Laurels West Black Men's Wallet just at Rs.149
48878,Combo Of USB Fan And USB Led Light at just Rs.89
48879,Combo Of Bike Cover + Biker Rain Suit just Rs.349
48880,Get Flat 30% Off + Additional 25% Off on Hotel Bookings
48881,Get 25% Discount on Hotel Bookng (On Min. Booking of Rs.999. Max. 3 times per user. Max. Rs.15000 discount is applicable)
48882,Get 25% Off + Extra 20% Cash-Back on Hotel Bookings (20% Cashback in Freecharge Wallet)
48883,Avail 35% off + Extra 20% OYO Money Cash-back on Min. Hotel Bookings of Rs.999 (Maximum discount of Rs.1500 can be availed)
48884,Monsoon Sale - Get 40% off on Min. Booking of Rs.999 (Maximum discount of Rs.1500)
48885,Get Flat 25% off on Hotel Booking Across India
48886,3% cash back on Reliance Energy bill Payment (Maximum Rs.350 cashback is applicable)
48887,Up To 50% Discount on Women's Apparels
48888,Avail Up To 25% Off on Designer Anarkali Suits
48889,Women's Sarees & Suits Starting for Rs.795
48890,Tunics & Kurtis Starting at Rs.495
48891,Party Wear Saree starting just for Rs.645
48892,Patiala Suits For Women Starting At just Rs.4895
48893,Bollywood Collection Apparels Starting @ Rs.745 only
48894,Sweatshirts For Men just Rs.770
48895,Mintwud Furniture Items Starting @ just Rs.799
48896,The Happy Independence Sale - Get Flat 50% discount on products listed at landing page
48897,Buy Any 2 Medium or Personal Pan Pizza just @ Rs.199
48898,All Women's Shapewear for Rs.599 only
48899,End Of SeasonSale - Get Flat 40% off on all products
48900,Extra 20% Discount on Women's Innerwear
48901,30% Discount on any 2 Active Women's Wear
48902,Pick 2 Panties just for Rs.499
48903,Get 30% discount on purchase of any 2 products from Activewear/ Workout collection
48904,"End Of Season Sale on Women's Lingerie, Nightwear And More"
48905,Happy Friendship Day - Get Upto 57% off on all products
48906,Get Additional 5% Discount on Promotional Gfits
48907,20% Discount on Personalized Parker Pens
48908,Flat 50% OFF on all products (On purchase of Rs.300+)
48909,Up to 57% discount on products listed at landing page
48910,Flat 30% off on all products
48911,Men Shirts Starts @ just Rs.799
48912,Get Up To 10% off on MERIT-VCO Skin and Body Care
48913,The Body Shop Sale - 20% off on Any 3 Bodycare Products
48914,Avail Extra 15% discount on all products (On spending minimum Rs.1500. Using Mobile App only)
48915,10% cash-back on Bus Bookings (Only for Freecharge wallet users)
48916,Get Marvel Discounticial VR Headsets Starting for Rs.550
48917,Xcess X499 Gem B Mobile Phone just at Rs.599
48918,99 Ka Maal -  Offer Everything below Rs.999
48919,48% discount on Homemate Stainless Steel Cloth Stand And Drying Rack
48920,Rs.600 Discount on Electronics
48921,Get Extra Rs.600 discount on Micromax Canvas 2 Colours A120
48922,Get Rs.300 Off on Min. Purchaase of Rs.999
48923,51% discount on Luxury Perfumes
48924,Avail Up To 60% discount on Refurbished Laptops
48925,Q Reach Smart Phone just at Rs.4444
48926,Laat Saab Wala Fashion - Travel And Luggage + Extra 5% OFF Max. price of Rs.499 (Extra Off on Payment via HDFC Bank Credit Cards only. Rs.100 Off on PAYZAPP Wallet)
48927,Get Flat 80% Discount + Additional 10% Discount on Sports And Health Products
48928,VR Virtual Reality 3D Headset With Remote Controller for Rs.599 only
48929,Super Saver Bazaar Starting for just Rs.15
48930,Avail 66% OFF + Additional 15% OFF on Women's Apparel
48931,Philips SHS390 Neckband Headphones just at Rs.329
48932,78% Off on Front Roller Sunshade For Car
48933,70% Discount on Motorbike Cycle Mobile Holderbike
48934,Get 70% Off on Multi Purpose Foldable Storage Stool
48935,78% Discount on Vox Portable 2600mAh USB Power Bank
48936,Play Suit Collections For Women Starts from just Rs.449
48937,Set Of Ankle Length Socks For Women Starting for just Rs.199
48938,Up To 45% Discount on Women's Outerwear Dresses
48939,Up To 45% Off on Women's Maxi Dresses
48940,3 Women's Apparels for Rs.999 only
48941,Extra 5% Off on Selected fashion Products (On minimum order of Rs.2099. For Kotak Bank  Bank users only. Max. Rs.1000 discount is allowed)
48942,I Love Shoppers Stop Sale - Upto 70% Discount on Salwar And Churidar Suits
48943,Upto 51% OFF on all products
48944,Get Up to 30% off on Men's Clothing
48945,Avail 50% OFF on Women's Westernwear
48946,Agile Scrum Master Demo Class By Jeff Allen on products listed at landing page.
48947,30% Discount on Self-Paced Learning And Master Courses
48948,LG X Screen K500I Dual Screen (16GB) Rs.12990 only
48949,"Monson Sale - Kitchenware on Cookware, Storage, Tools and More"
48950,"Pre Make-up Routine Essentials - Up to 77% off on Pre Make-up Routine Essentials Face Wash & Scrubs, Moisturizers & Day Creams, Moisturizers & Day Creams, Toners"
48951,"Monsoon Electronics Sale - Up To 50% Discount on LG, SONY, SAMSUNG and more TV Brands"
48952,Get 50% discount on Women's Clothing
48953,Get Flat Rs.500 Off on Min. Purchase of Rs.2299
48954,Trousers For Women Rs.949 only
48955,Avail Flat Rs.200 Discount on Min. Purchase of Rs.1000
48956,65% Discount on Women's Apparels
48957,Rakhi's Offer Everything under Rs.99
48958,Up To 63% off on Rakhi
48959,Avail Up To 80% off on products listed at landing page.
48960,"Get Rs.10,000 Discount on Min. Purchase of Rs.30,000"
48961,Women Dresses Starts for Rs.399 only
48962,Up to 100 Days Of Trial Offer on Mattresses
48963,Balcony Set Furniture Starts from Rs.5499 only
48964,Get Citibank EMI Cash Back on All Products
48965,Beautiful Furniture For Home Corners on products listed at landing page
48966,Women's Accessories Max. price of Rs.499
48967,Get Flat 45% discount on Wonderchef Oscar Blu Doppio Set of 4Pcs
48968,Get Flat Rs.310 OFF on Wonderchef Vegetable Cleaner & Salad Spinner
48969,Rs.510 Discount on Wonderchef Ceramic Hot Plate
48970,Rs.991 Discount on Wonderchef Smoky Grill Electric Barbeque
48971,Get Rs.3010 Discount on Wonderchef 4 Seasons Spring Cookware Set
48972,Rs.210 OFF on Wonderchef Regalia Bread Maker
48973,Get Flat 17% Discount on Turbo Dual Speed Food Processor
48974,Get 40% OFF on Nutri Blend With Free 2 in 1 Peeler
48975,Wonderchef Handi Pressure Cooker just for Rs.3199
48976,Get Flat 46% Discount on Forged Diamond Pan With Free Spoon + 2 Chopping Mat
48977,Get 10% off on Jordan Packages
48978,Avail Up to Rs.600 discount + eCash benefits on Payment via  HDFC Bank Credit Cards only
48979,Avail Upto Rs.11000 Off + Additional Rs.500 Off on British Airways round-trip tickets (Extra Rs.500 off with HDFC credit card)
48980,Qatar Airways Offer - Up To Rs.16000 off on roundtrip India to Europe and The United States of America (Extra Rs.500 off with HDFC credit card)
48981,"Up To Rs.1900 off on GoAir domestic flights (Upto Rs.400 off + Rs.1,500 eCash. Extra Rs.500 off with HDFC credit card)"
48982,Get Up to Rs.25000 discount on Domestic or international Holiday's
48983,Get SpiceJet Domestic air fares (Additional Rs.500 OFF with HDFC credit card) Starting from Rs.439
48984,Flat 50% discount + Additional 15% discount on The Lalit Hotels (Extra 15% Off on using Yatra eCash)
48985,Flat 50% Discount + Extra 15% Discount on Lemon Tree Hotels (Extra 15% Off on using eCash. Max. Rs.4000 discount is applicable)
48986,Early Bird Offer - Get Upto Rs.50000 Discount on Holidays to domestic or international destination
48987,Free cab ride voucher worth Rs.400 on domestic flights and hotels (On orders using Ola Money wallet only)
48988,Get Up To 10% Cashback on domestic flights and hotels (On orders using Paytm wallet only)
48989,Get 30% off + Additional 75% cash-back on domestic hotels (75% ecasback upto Rs.4000 Plus 15% eCash usage allowance. Also Rs.500 Off on HDFC Credit Card Payment)
48990,Avail 50% OFF + Extra 15% eCash Burn on Domestic Hotels (Max. discount of Rs.4000 will be applied)
48991,"Up To Rs.8000 OFF on Malindo Air round trip tickets (Rs.1,500 Off + Rs.6,500 eCash. Extra Rs.500 Off on Payment via HDFC Credit Cards)"
48992,Get Up to Rs.10000 discount on  Oman Air round-trip tickets (Extra Rs.500 off with HDFC credit card)
48993,"Avail Up To Rs.10000 Off on travel to Paris with Jet Airways round trip tickets from Mumbai (Rs.2,500 Off + Rs.7,500 eCash. Extra Rs.500 off with HDFC credit card)"
48994,"Up To Rs.7000 OFF on Malaysia Airlines round trip tickets (Rs.1,000 Off + Rs.6,000 eCash. Extra Rs.500 on HDFC Credit Card Payments)"
48995,"Get Up To Rs.7000 off on Virgin Atlantic round trip tickets (Rs.1,000 Off + Rs.6,000 eCash. Extra  Rs.500 off with HDFC credit card)"
48996,Air France Bonanza Offer - Avail Upto Rs.15000 discount on Air France from India to Europe and The United States of America (Extra Rs.500 off with HDFC credit card)
48997,Buy One Get One Free on Comfortable Women's Wear
48998,Rs.10 Off on Kurkure 1Kg Pacl
48999,Avail Flat Rs.86 Discount on Sunpure Refined Sunflower Oil 5 Litre
49000,Perfumes For Men & Women Starting from Rs.24
49001,Shaving And Grooming Men Care Starts from Rs.19
49002,Up To 70% Discount on Health Devices
49003,Olay Anti-Aging Skin Cream For Women Starting from Rs.160 only
49004,Up To 70% discount on Dr. Morepen Glucose Monitor
49005,Garnier Natural Beauty Products For Women Starts @ just Rs.69
49006,Get Up To 42% OFF on Reebok Absolute Trail LP Men Sandals
49007,Up To 18% OFF on Pack Of 4 Himalaya & Rose Soap
49008,Up To 55% Off on Classic Double Bed Mosquito Net
49009,Free Prescription Medicines And OTC Products on products listed at landing page
49010,Avail Flat 20% Discount on All Shoes
49011,Avail Up To 50% off on Women Accessories
49012,Stylish Dresses Starting @ Rs.745
49013,Subscribe And Save - Get Upto 10% Discount on Diet & Nutrition Products
49014,Get 40% off on Slip-Ons
49015,E-Gift Cards Starts at Rs.500
49016,"Upto 40% Discount on Mobiles, Appliances, Luggage and More"
49017,Avail Up To 50% Discount on Legging For Women
49018,Trendy Handbags For Women Starting for just Rs.332
49019,Mojari For Men Starts at Rs.664 only
49020,Juti For Women Starts from just Rs.531
49021,Avail Flat 50% Discount + Extra 5% Discount on Artificial Jewellery
49022,Unbelievable Prices - Fresh Vegetable and Fruits Starts at just Rs.15
49023,Avail 4% Discount on all products (On purchase of Rs.1500 and above)
49024,Happy Chef Fresh Ready To Eat Meals and Desserts -  Offer Starts @ just Rs.79
49025,The Spice House - Masalas & Spices Starts at Rs.8 only
49026,Hair Care Products Starting for Rs.3 only
49027,Flat 45% Discount on All Hosting Products
49028,Get Up To 31% OFF on Anarkali Designer Suits
49029,Designer Earrings Starts @ Rs.912 only
49030,Get Up To 40% off on Kids Clothing
49031,Get 31% Off on Printed Tops For Women
49032,Thrilling Thursday - Flat Rs.1200 cashback on domestic flights
49033,Low Airfare Sale - Avail Flat 30% discount on Domestic and International Flights (Travel Period: 15 August 2016 onwards)
49034,"Emirates Special Fares on from India to Europe, United Kingdom & United States of America (ravel Dates: 15 September 2016  to 16 March 2017)"
49035,Avail Up To 50% Discount on Designer Anarkali Suits
49036,Get Flat 20% Discount on Fastrack Watches
49037,Latest Se Latest Ethnic Fashion on products listed at landing page
49038,Latest Designer Sarees Starts at Rs.999 only
49039,Party Gowns Starts for Rs.799
49040,GODREJ 261 LITRES RT EON P 3.4 FROST FREE REFRIGERATOR (SILVER) at Rs.20950 only
49041,Croma Terrific Thursdays - Get Flat Rs.1000 Cash Back + Couple Movie Tickets on all products
49042,The Best Watches -  Offer Starting for just Rs.200
49043,Upto 60% off on Health Care Instruments
49044,Up To 50% discount on Abercrombie-Fitch Men's Apparels and Accesories
49045,Koryo 39 inches HD Ready LED TV just Rs.19999.00 (5% Cashback With ICICI Credit/Debit Cards and also earn Upto 3000 Payback Points)
49046,Up to 60% Off on Queen Size Beds
49047,Upto 60% off on Sofa Cum Beds
49048,Get Up To 50% Off on Dinner Sets
49049,Get Upto 55% Discount on KITCHEN CABINETS & SIDEBOARDS
49050,Shaz Living Furniture just at Rs.790
49051,Get 30% Discount on FASHION CLOTHING FOR KIDS
49052,15% Discount on All Orders
49053,"Flat 30% Cash Back on Clothes, Shoes & Fashion Products"
49054,Deal Of The Day - Toys Offer just for Rs.99
49055,The Half Price Store - Get 50% discount on Selected Products (Max. once per user)
49056,Selected Musical Toys Rs.299 (One Time Per User) only
49057,Get Rs.400 Discount on all products (On order of minimum Rs.1499)
49058,Get Flat Rs.500 Discount on Selected Products (On purchase of Rs.1699+)
49059,"Rs.300 Discount on minimum purchase of Rs.1299 (Not on Diapers, Super Savers, Combos, Gift Certificate, Formula & Supplements, Bottle Cleaning & Sterilization, Bottles & Accessories & certain brands)"
49060,Flat Rs.155 Off on purchase of Rs.600+
49061,Samsung Days - 1500% OFF on Galaxy 5-6
49062,Dell Inspiron APU Quad Core A10 - (8 GB/1 TB HDD/Windows 10/2 GB Graphics) Notebook for just Rs.37990
49063,Swipe Elite Plus (5&quot; FHD IPS Octacore 64-bit Snapdragon615 13MP(Rear) + 8MP(Front) 3050mAh Battery OTG16 GB) just at Rs.6999
49064,Royal Enfield Accessories Store Launch on products listed at landing page
49065,WASHING MACHINES Starts at Rs.5990
49066,Infocus Bingo 10 Mobile (5+5 MP with Dual Flash Android Marshmallow 1 GB RAM + 8 GB ROM Quad Core processor) at Rs.4990 only
49067,Rs.50 Cash back on Recharges & Bill Payment (On Min. Payment And Recharge of Rs.75. Max. once per user. only for New users. Not on  Airtel Transactions)
49068,Get Flat 20% cash-back on DTH Recharge (On Min. Recharge of Rs.300. Not on Airtel Transactions)
49069,Rs.50 Cash-back on Prepaid Recharge of Rs.50+ (Only For New User only for App users)
49070,Up To 400% Cash-Back on Recharge and Bill Payment (On Min. Recharge of Rs.20. For new customers only. Max. cashback of Rs.80)
49071,"Avail Rs.300 OFF on Min. Purchase of Rs.1,099"
49072,Avail Rs.250 Off on Min. Purchase of Rs.999
49073,"Emirates Fare Offer - US, Europe, UK Starting at Rs.39000 (TRAVEL PERIOD 15th Sep - 16th Mar 17)"
49074,Up to 64% Discount on Treadmills
49075,Upto 47% discount on Sinew Whey-Protein and Whey-Protein isolate
49076,Get Flat 50% discount on Advance Senior Male Package
49077,Up to 68% off + Extra 10% off on Omega Fatty Acids
49078,Get 35% OFF on Multivitamins
49079,Up To 50% discount on Women Handbags
49080,Up To 50% Discount on Women Footwear
49081,Get Up To 30% OFF on International Books
49082,"A Blockbuster Sale - Get Upto 70% OFF on Branded Men's Apparels, Footwear And More"
49083,"A Blockbuster Sale - Up To 70% Discount on Branded Women's Apparels, Footwear And More"
49084,Get 25% Discount on Hair ReGrowth Treatment Kit
49085,Get Flat 20% Off on all products (On purchase of Rs.3500+)
49086,Cold Shoulder Tops For Women Starts @ Rs.450 only
49087,Get Extra Rs.200 OFF on Contact Lenses  (On minimum cart-value of Rs.1500)
49088,Free Aqualens Large 360ml Solution on Contact Lenses (On minimum cart-value of Rs.1500)
49089,Buy 2 for 1099 on all products
49090,Buy 3 for 999 Sale on all products
49091,"Up To 40% off on Body Shop, Lotus Herbal, Biotique"
49092,FLY-DAY Sale - Get Flat Rs.555 Cash-Back on Domestic Flights (Max. 2 time Per User)
49093,Get Flat 35% Cash back on Hotel Booking
49094,Get Upto Rs.120 Cash Back on Bus Booking (On Min. Booking of Rs.300. Max. once per user)
49095,Get Up To 70% Off on Apparels
49096,Indo Western Suits Starts for Rs.1095 only
49097,Patiala Suits For Women Starting At just Rs.495
49098,Mobiles & Accessories Starting at just Rs.219
49099,Beauty Products Starting at just Rs.13
49100,Fashion & Accessories Starts @ just Rs.75
49101,Designer Jewellery Starting for just Rs.150
49102,Food Products Rs.18 onwards
49103,THE INDEPENDENCE SALE on all products
49104,The Happy Independence Sale - Get Up to 50% Off on all products
49105,Get Up To 40% Discount on Across Sitewide
49106,Buy One Get One Free on Women's Lingerie
49107,Flat 40% off on all Women Lingerie products
49108,Happy Friendship Day - Avail Flat 30% off on Personalised Canvas Print
49109,Happy Friendship Day on Personalised Cap
49110,Happy Friendship Day on Personalised Greeting Cards
49111,Personalized Notebooks Rs.99 only
49112,Personlaised Friendship Day Power Banks Starting at Rs.764 only
49113,Up To 50% off on all products
49114,Flat 70% OFF on Women's T-Shirts & Knitted Tops
49115,Flat 70% Discount on Women's Dresses
49116,15% Discount on all products (On order-value of min. Rs.1000. Max. Rs.750 discount will be offered)
49117,Free Banjara's Skin +ve Beauty Cream on Banjaras Products Worth Rs.100
49118,Avail Up To 40% Discount on Body Care And Fitness Products
49119,MAGIC OF 3 - Get Flat 10% discount on Every third transaction (Maximum Rs.100 cashback is applicable)
49120,Intex Aqua Fish Smart Phone for Rs.5449 only
49121,Upto 80% Discount + Extra 10% Discount on Home Gym Accessories
49122,Avail Up To 36% Discount on Himalaya Baby Lotion And Cream
49123,IKall K11 Multimedia Mobile With Manufacturer Warranty for Rs.379 only
49124,Get 50% discount + Additional 20% discount on womens Handbags
49125,Get Up to 68% Discount on Multi Chopper Vegetable Cutter Fruit Slicer Dicer
49126,Get Flat 41% discount on Amkette Nirvana Wired Headset
49127,Avail 76% OFF on Stretchable Jeggings
49128,60% off on Nexa White Sports Shoes
49129,70% OFF on Motorbike Cycle Mobile Holderbike
49130,Avail Flat 70% off on Multi Purpose Foldable Storage Stool
49131,78% discount on Vox Portable 2600mAh USB Power Bank
49132,Get 78% OFF on Front Roller Sunshade For Car
49133,Deals Of The Day on products listed at landing page
49134,10% discount on all products (On minimum purchase of Rs.10000. For American Express Cards users only. Maximum Rs.1250 discount will be offered)
49135,Micromax Canvas Unit 4 Pro for just Rs.7499
49136,Xiaomi Mi5 just for Rs.24999
49137,2016 Fashion Sale - Get Up to 80% Discount on Women's Apparels
49138,Monsoon Sale - Upto 60% Off on Automotive Accessories
49139,Lenovo Ideapad just Rs.22999
49140,"Monsoon Sale - Up to 80% Off on Sports, Fitness And Outdoor Gear Products"
49141,20% Discount on Beauty Services
49142,3 And 6 Month EMI at No Extra Cost on Payment via Citi Credit Cards only
49143,Avail Extra 20% OFF on Women's Footwear
49144,Get Up To 50% off + Additional 15% off on latest Top & Dresses
49145,Up To 60% discount on Designer Jewellery For Women
49146,Get Up to 50% OFF on Men's And Women's Fashion Accessories And Jewellery
49147,Strings Of Love For Every Brother And Sister - RAKHI COLLECTION Starting @ Rs.99
49148,Rs.300 ecash at Yatra on one Way Domestic Flights of Rs.8000+
49149,Get Flat 10% Discount + Extra 5% Discount on Bus Bookings (Extra %% Off on Yatra App)
