"CustomerID","OfferID"
"3985","48203"
"3985","45918"
"3985","47113"
"3985","45918"
"3981","45744"
"3981","45337"
"3981","45744"
"3981","45742"
"3981","45742"
"3981","20113"
"3981","20113"
"3981","12496"
"3981","45747"
"3981","38617"
"3981","12496"
"3981","38617"
"3981","47558"
"3981","47558"
"3981","45747"
"3981","45748"
"3981","45748"
"3981","37818"
"3981","44371"
"3981","44371"
"3981","37819"
"3981","37819"
"3981","37818"
"3981","44371"
"3981","44371"
"3981","37818"
"3981","37818"
"3981","46035"
"3981","46849"
"3981","45741"
"3981","46858"
"3981","46849"
"3981","46035"
"3981","45744"
"3981","45744"
"3981","42982"
"3981","42982"
"3981","45741"
"3981","45337"
"3981","47886"
"3981","46858"
"3981","47886"
"3986","45955"
"3986","26146"
"3986","26626"
"3986","26298"
"3986","30617"
"3986","26465"
"3986","42593"
"3986","27113"
"3986","27113"
"3986","46258"
"3986","40322"
"3986","45961"
"3986","45961"
"3986","45950"
"3986","45950"
"3986","46260"
"3986","46258"
"3986","46260"
"3986","40322"
"3986","45955"
"3951","26132"
"3951","26132"
"3964","42607"
"3964","26465"
"3964","26626"
"3964","42607"
"3964","42609"
"3964","42593"
"3964","45576"
"3964","29740"
"3964","45576"
"3964","29740"
"3964","26379"
"3964","26146"
"3964","30617"
"3964","26298"
"3964","28049"
"3964","26375"
"3964","28002"
"3964","26375"
"3964","28002"
"3964","26379"
"3964","26356"
"3964","26356"
"3964","28049"
"3964","24495"
"3964","42609"
"3964","42593"
"3968","42593"
"3970","33747"
"3970","33308"
"3970","33747"
"3971","29477"
"3972","11834"
"3972","11834"
"3972","11834"
"3971","29477"
"3971","29477"
"3972","11850"
"3972","11850"
"3972","11850"
"3973","42593"
"3973","42593"
"3973","26146"
"3973","26626"
"3973","26298"
"3973","30617"
"3973","42593"
"3973","26465"
"3972","46759"
"3972","46759"
"3972","46759"
"3973","40415"
"3973","40415"
"3973","20737"
"3973","19871"
"3973","19871"
"3973","19372"
"3973","19372"
"3973","42593"
"3973","20742"
"3973","15937"
"3973","35170"
"3973","35170"
"3973","15937"
"3973","20742"
"3973","28644"
"3973","20288"
"3973","20288"
"3973","20737"
"3973","28644"
"3973","20742"
"3973","20742"
"3975","11836"
"3976","38665"
"3976","45961"
"3976","45961"
"3976","45958"
"3976","38665"
"3976","38665"
"3976","45958"
"3978","48420"
"3978","48420"
"3978","46260"
"3978","46260"
"3978","48420"
"3978","46257"
"3978","48203"
"3978","48203"
"3978","40685"
"3978","46257"
"3978","40685"
"3980","30617"
"3980","45335"
"3821","28943"
"3821","26258"
"3964","42593"
"3964","44371"
"3964","44371"
"3964","46929"
"3964","46929"
"3964","46929"
"3964","44371"
"3964","46929"
"3964","37819"
"3964","44371"
"3964","40824"
"3964","37819"
"3964","12768"
"3964","44409"
"3964","44409"
"3964","26849"
"3964","26849"
"3964","44409"
"3964","42593"
"3964","12768"
"3965","26221"
"3965","26221"
"3965","39114"
"3965","39114"
"3965","26221"
"3965","48027"
"3965","39114"
"3965","48027"
"3967","48477"
"3967","46424"
"3967","48477"
"3967","47942"
"3967","48477"
"3967","43887"
"3967","47942"
"3967","43887"
"3957","34974"
"3957","34974"
"3957","26238"
"3957","26000"
"3957","26238"
"3957","26000"
"3957","26069"
"3957","26069"
"3957","28017"
"3957","28017"
"3907","26146"
"3907","26298"
"3907","26465"
"3907","26626"
"3907","42593"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"22","26425"
"22","26425"
"3949","42593"
"3950","35176"
"3950","30458"
"3950","20850"
"3950","20850"
"3950","30458"
"3950","35176"
"3952","47565"
"3952","47565"
"3952","46257"
"3952","47303"
"3952","40322"
"3952","40322"
"3952","40322"
"3952","46257"
"3952","47303"
"3949","42593"
"3954","42593"
"3777","42044"
"3777","42044"
"3777","42044"
"3777","42044"
"3777","45918"
"3777","40322"
"3777","47251"
"3777","40322"
"3777","45918"
"3777","45918"
"3777","47251"
"3777","45949"
"3777","45949"
"3777","46260"
"3777","46260"
"3777","40686"
"3777","40686"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"3944","45932"
"54","35671"
"54","21196"
"54","21196"
"54","21196"
"54","35671"
"54","36093"
"54","35671"
"54","35671"
"54","35671"
"54","35671"
"54","35567"
"54","35011"
"54","35567"
"54","35671"
"54","35010"
"54","34728"
"54","33971"
"54","29552"
"54","35671"
"54","45398"
"54","45398"
"54","45905"
"54","45896"
"54","45905"
"54","45896"
"22","16064"
"22","26053"
"22","26053"
"22","16064"
"22","26107"
"22","26107"
"22","21127"
"22","21127"
"22","21127"
"22","21127"
"22","26212"
"22","26212"
"3939","32832"
"3939","32832"
"3939","46818"
"3943","20097"
"3933","44424"
"3933","44424"
"3933","44424"
"3933","44424"
"3938","45961"
"3938","45961"
"3939","46260"
"3939","46260"
"3939","46818"
"3932","26239"
"3932","26239"
"3932","26239"
"3932","26239"
"3932","26239"
"3932","26183"
"3932","26239"
"3932","26183"
"3932","26239"
"3932","26183"
"3932","26183"
"22","45622"
"3927","39765"
"3931","45543"
"3931","45543"
"3931","45543"
"3931","45543"
"3931","45543"
"3931","45543"
"22","26212"
"22","26221"
"22","21127"
"22","26221"
"22","26212"
"22","21127"
"22","26426"
"22","21127"
"22","21127"
"22","26426"
"22","45622"
"3925","40322"
"3925","40322"
"3925","46882"
"3925","30364"
"3925","30364"
"3925","46882"
"3925","46882"
"3925","30364"
"3918","38774"
"3918","38774"
"3918","32834"
"3918","45961"
"3918","45961"
"3918","38665"
"3918","46696"
"3918","46696"
"3918","38665"
"3918","32834"
"3918","38665"
"3918","29759"
"3918","45541"
"3918","40686"
"3918","45543"
"3918","45541"
"3918","45543"
"3918","29759"
"3918","45543"
"3918","40686"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","11823"
"3918","27591"
"3918","11823"
"3918","27591"
"3918","38665"
"3918","38665"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","29759"
"3918","45961"
"3918","29759"
"3918","45953"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45953"
"3918","26465"
"3918","45961"
"3918","26298"
"3918","46699"
"3918","45953"
"3918","45953"
"3918","26626"
"3918","26146"
"3918","30617"
"3918","42593"
"3918","38665"
"3918","38665"
"3918","45543"
"3918","45543"
"3918","46699"
"3918","38665"
"3918","38665"
"3918","38665"
"3918","45917"
"3918","46884"
"3918","40686"
"3918","40686"
"3918","46884"
"3918","45917"
"3927","39765"
"3928","46467"
"3928","42358"
"3928","42358"
"3928","46215"
"3928","46215"
"3928","46170"
"3928","46170"
"3928","30215"
"3928","30215"
"3921","26268"
"3921","42593"
"71","37818"
"3918","45961"
"3918","46290"
"3918","45722"
"3918","45722"
"3918","46290"
"22","26212"
"22","26212"
"3921","26268"
"3921","41951"
"3921","41951"
"3923","40947"
"3923","40947"
"3923","45974"
"3923","39182"
"3923","39182"
"3923","39182"
"3923","45974"
"3923","35092"
"3923","35092"
"3923","46260"
"3923","46260"
"3918","45721"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","45721"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","45722"
"3918","45722"
"3918","45961"
"3916","45917"
"3916","29759"
"3916","45722"
"3916","45917"
"3916","29759"
"3920","29442"
"3920","42593"
"3920","42593"
"3920","29442"
"3920","29442"
"1030","45958"
"3916","45722"
"3916","45722"
"3916","40322"
"3916","40322"
"3916","40322"
"3916","40322"
"3916","45722"
"3916","46206"
"3916","45917"
"3916","45917"
"3916","46206"
"3916","45722"
"3916","45722"
"3916","43438"
"3916","45917"
"3916","43438"
"3916","43438"
"3916","45917"
"3916","43438"
"3916","43438"
"3916","43438"
"3916","46204"
"3916","46204"
"3916","46206"
"3916","46206"
"3916","39279"
"3916","39279"
"3916","46257"
"3916","46257"
"3916","45723"
"3916","46204"
"3916","46204"
"3916","45722"
"3916","46204"
"3916","45722"
"3916","45723"
"3916","45722"
"3916","46204"
"3916","45722"
"3917","45333"
"22","30459"
"22","30459"
"3917","45333"
"3917","45333"
"3917","45333"
"3917","45333"
"3917","45333"
"3898","29442"
"3898","29505"
"3898","29515"
"3898","29442"
"3898","16085"
"3898","29505"
"3898","16085"
"3898","32831"
"3898","42593"
"3898","29515"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45543"
"3918","45950"
"3918","45950"
"3918","45950"
"3918","45953"
"3918","45955"
"3918","45958"
"3918","46256"
"3918","45961"
"3918","45961"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","45543"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45961"
"3918","45723"
"3918","45723"
"3918","45543"
"3918","42593"
"3919","29477"
"3919","26298"
"3919","26465"
"3919","26626"
"3919","26146"
"3919","29477"
"3910","42593"
"3910","42593"
"3910","42593"
"3910","43887"
"3910","44782"
"3910","43887"
"3910","43887"
"3910","43887"
"3910","43887"
"3911","26146"
"3911","26298"
"3911","26626"
"3911","26465"
"3913","46167"
"3913","46167"
"3913","46167"
"3913","46167"
"3913","46167"
"3913","46167"
"3913","18066"
"3913","18066"
"3913","18066"
"3913","30624"
"3913","29503"
"3913","30624"
"3913","26465"
"3913","26146"
"3913","26626"
"3913","29503"
"3913","42593"
"3913","46167"
"3913","26298"
"3913","30624"
"3913","30624"
"3913","30624"
"3913","42593"
"3913","17945"
"3913","18066"
"3913","18066"
"3913","44468"
"3913","44468"
"3913","30621"
"3913","30621"
"3913","46141"
"3913","17945"
"3913","29503"
"3913","29503"
"3913","46141"
"3913","46141"
"3913","46176"
"3913","46176"
"3913","46173"
"3913","43313"
"3913","43887"
"3913","43887"
"3913","43887"
"3913","43313"
"3913","43313"
"3913","43887"
"3913","43887"
"3913","43887"
"3913","43887"
"3913","46173"
"3913","46169"
"3913","46169"
"3913","30687"
"3913","30687"
"3913","30687"
"3914","26000"
"3914","26000"
"3914","26401"
"3914","26401"
"3907","24695"
"3907","24695"
"3907","24695"
"3907","39315"
"3907","30687"
"3907","30687"
"3907","39315"
"3821","40068"
"3821","40068"
"3775","38665"
"3908","28005"
"3908","29743"
"3908","46075"
"3908","45622"
"3908","45622"
"3908","26465"
"3908","26626"
"3908","26146"
"3908","29743"
"3908","26298"
"3909","26298"
"3909","26146"
"3909","26465"
"3909","26626"
"3905","19309"
"3905","19309"
"3905","33971"
"3905","45308"
"3905","33971"
"3905","37928"
"3905","45308"
"3905","45308"
"3821","39834"
"3821","39834"
"3821","39316"
"3821","39316"
"3821","43438"
"3821","43438"
"3902","26298"
"3902","30617"
"3902","26626"
"3902","42593"
"3902","26146"
"3902","42593"
"3902","26465"
"3900","29515"
"3900","29515"
"3900","29442"
"3900","29442"
"3900","29442"
"3900","29442"
"3900","42593"
"22","34461"
"22","34461"
"3806","29743"
"3806","26465"
"3806","26146"
"3806","26298"
"3806","26626"
"3806","42214"
"3806","42214"
"262","31821"
"262","41082"
"262","41082"
"262","20459"
"262","31821"
"3898","26146"
"3898","26626"
"3898","26298"
"3898","26465"
"3899","38995"
"3898","32831"
"3895","45336"
"3895","30687"
"3895","41907"
"3895","41907"
"3895","45336"
"3895","45336"
"3895","45336"
"1607","28148"
"1607","26131"
"1607","26131"
"1607","28148"
"1607","26131"
"1607","26131"
"3896","43887"
"3896","43887"
"3896","43887"
"3896","43887"
"3896","43887"
"3896","43887"
"3896","32574"
"3896","43887"
"3896","43887"
"3896","32574"
"3896","43887"
"3896","32574"
"3896","43887"
"3896","32574"
"3896","43887"
"3896","43887"
"3896","43887"
"3892","45037"
"3892","45037"
"3856","43722"
"3856","43722"
"3856","43722"
"3856","43721"
"3856","43721"
"3856","45436"
"3856","40685"
"3856","40685"
"3856","43640"
"3856","40686"
"3856","43640"
"3856","40686"
"3856","40322"
"3856","40686"
"3856","40686"
"3856","40322"
"3856","40322"
"3856","45436"
"3856","40322"
"3856","19843"
"3856","19843"
"3856","42677"
"3893","42593"
"3893","29483"
"3893","40322"
"3893","40322"
"3893","40322"
"3894","38664"
"3894","38664"
"3894","38664"
"3894","44412"
"3894","44412"
"3894","44412"
"2282","28764"
"2282","28764"
"2282","28764"
"3892","27591"
"3892","43640"
"3892","43640"
"3892","40686"
"3892","40686"
"3892","38664"
"3892","38664"
"3892","11825"
"3892","11825"
"3892","43438"
"3892","27591"
"3892","43438"
"3863","26000"
"3863","26000"
"3891","15937"
"3891","26221"
"3891","15937"
"3775","38665"
"3775","38665"
"3775","42609"
"3775","42607"
"3775","42607"
"3775","40498"
"3775","38665"
"3775","40498"
"3775","42609"
"2312","42552"
"2312","42552"
"2312","42552"
"2312","44561"
"3864","42046"
"3864","42046"
"3864","14414"
"3864","42047"
"3864","39278"
"3864","39278"
"3864","42047"
"3864","44674"
"3864","43438"
"3864","14414"
"3864","44674"
"3865","26465"
"3865","26298"
"3865","26146"
"3865","26626"
"3865","30617"
"3865","42593"
"3866","26465"
"3866","26298"
"3866","42593"
"3866","26626"
"3866","30617"
"3866","26146"
"3866","42593"
"3867","42593"
"3867","28520"
"3867","16062"
"3867","28520"
"3867","16062"
"3870","26298"
"3870","42593"
"3870","26146"
"3870","26465"
"3870","26626"
"3870","30617"
"3870","42593"
"3868","26298"
"3868","42593"
"3868","42593"
"3868","26146"
"3868","26626"
"3868","30617"
"3868","26465"
"3871","42593"
"3871","26465"
"3871","26626"
"3871","30617"
"3871","26298"
"3871","26146"
"3871","42593"
"3869","26298"
"3869","26146"
"3869","26626"
"3869","30617"
"3869","42593"
"3869","26465"
"3872","42593"
"3872","26146"
"3872","30617"
"3872","26465"
"3872","26298"
"3872","42593"
"3872","26626"
"22","26107"
"22","26221"
"22","26221"
"22","26107"
"3873","26146"
"3873","30617"
"3873","26298"
"3873","42593"
"3873","26626"
"3873","42593"
"3873","26465"
"3874","42593"
"3874","26626"
"3874","30617"
"3874","26146"
"3874","26298"
"3874","42593"
"3874","26465"
"3875","42593"
"3875","26298"
"3875","26626"
"3875","26146"
"3875","26465"
"3875","30617"
"3875","42593"
"3876","26146"
"3876","42593"
"3876","26465"
"3876","42593"
"3876","30617"
"3876","26298"
"3876","26626"
"3869","26146"
"3869","26465"
"3869","26298"
"3869","26626"
"3869","42593"
"3869","30617"
"3877","26298"
"3877","26465"
"3877","26146"
"3877","30617"
"3877","42593"
"3877","26626"
"3877","42593"
"3878","42593"
"3878","26465"
"3878","26298"
"3878","26146"
"3878","30617"
"3878","26626"
"3878","42593"
"3880","42593"
"3880","26146"
"3880","30617"
"3880","26298"
"3880","26465"
"3880","42593"
"3880","26626"
"3870","42593"
"3870","26465"
"3870","42593"
"3870","26626"
"3870","26146"
"3870","26298"
"3870","30617"
"3879","42593"
"3879","26626"
"3879","26146"
"3879","26465"
"3879","26298"
"3879","42593"
"3879","30617"
"3881","26465"
"3881","42593"
"3881","26626"
"3881","42593"
"3881","30617"
"3881","26146"
"3881","26298"
"3872","26465"
"3872","26298"
"3872","30617"
"3872","26626"
"3872","26146"
"3872","42593"
"3872","42593"
"3871","26146"
"3871","30617"
"3871","42593"
"3871","26298"
"3871","26626"
"3871","26465"
"3871","42593"
"3882","26465"
"3882","26146"
"3882","30617"
"3882","26298"
"3882","26626"
"3882","42593"
"3882","42593"
"3875","26298"
"3875","26626"
"3875","26465"
"3875","26146"
"3875","42593"
"3875","42593"
"3875","30617"
"3885","26465"
"3885","42593"
"3885","26626"
"3885","30617"
"3885","26298"
"3885","26146"
"3885","42593"
"3884","26626"
"3884","42593"
"3884","42593"
"3884","26146"
"3884","30617"
"3884","26465"
"3884","26298"
"3887","26146"
"3887","26298"
"3887","26465"
"3887","26626"
"3887","42593"
"3887","30617"
